N_0,0,0
N_1,0,1
N_2,0,2
N_3,0,3
N_4,0,4
N_5,0,5
N_6,0,6
N_7,0,7
N_8,0,8
N_9,0,9
N_10,1,0
N_11,1,1
N_12,1,2
N_13,1,3
N_14,1,4
N_15,1,5
N_16,1,6
N_17,1,7
N_18,1,8
N_19,1,9
N_20,2,0
N_21,2,1
N_22,2,2
N_23,2,3
N_24,2,4
N_25,2,5
N_26,2,6
N_27,2,7
N_28,2,8
N_29,2,9
N_30,3,0
N_31,3,1
N_32,3,2
N_33,3,3
N_34,3,4
N_35,3,5
N_36,3,6
N_37,3,7
N_38,3,8
N_39,3,9
N_40,4,0
N_41,4,1
N_42,4,2
N_43,4,3
N_44,4,4
N_45,4,5
N_46,4,6
N_47,4,7
N_48,4,8
N_49,4,9
N_50,5,0
N_51,5,1
N_52,5,2
N_53,5,3
N_54,5,4
N_55,5,5
N_56,5,6
N_57,5,7
N_58,5,8
N_59,5,9
N_60,6,0
N_61,6,1
N_62,6,2
N_63,6,3
N_64,6,4
N_65,6,5
N_66,6,6
N_67,6,7
N_68,6,8
N_69,6,9
N_70,7,0
N_71,7,1
N_72,7,2
N_73,7,3
N_74,7,4
N_75,7,5
N_76,7,6
N_77,7,7
N_78,7,8
N_79,7,9
N_80,8,0
N_81,8,1
N_82,8,2
N_83,8,3
N_84,8,4
N_85,8,5
N_86,8,6
N_87,8,7
N_88,8,8
N_89,8,9
N_90,9,0
N_91,9,1
N_92,9,2
N_93,9,3
N_94,9,4
N_95,9,5
N_96,9,6
N_97,9,7
N_98,9,8
N_99,9,9
