N_0,0,0
N_1,0,1
N_2,0,2
N_3,0,3
N_4,0,4
N_5,0,5
N_6,0,6
N_7,0,7
N_8,0,8
N_9,0,9
N_10,0,10
N_11,0,11
N_12,0,12
N_13,0,13
N_14,0,14
N_15,0,15
N_16,0,16
N_17,0,17
N_18,0,18
N_19,0,19
N_20,0,20
N_21,0,21
N_22,0,22
N_23,0,23
N_24,0,24
N_25,0,25
N_26,0,26
N_27,0,27
N_28,0,28
N_29,0,29
N_30,0,30
N_31,0,31
N_32,0,32
N_33,0,33
N_34,0,34
N_35,0,35
N_36,0,36
N_37,0,37
N_38,0,38
N_39,0,39
N_40,0,40
N_41,0,41
N_42,0,42
N_43,0,43
N_44,0,44
N_45,0,45
N_46,0,46
N_47,0,47
N_48,0,48
N_49,0,49
N_50,0,50
N_51,0,51
N_52,0,52
N_53,0,53
N_54,0,54
N_55,0,55
N_56,0,56
N_57,0,57
N_58,0,58
N_59,0,59
N_60,0,60
N_61,0,61
N_62,0,62
N_63,0,63
N_64,0,64
N_65,0,65
N_66,0,66
N_67,0,67
N_68,0,68
N_69,0,69
N_70,0,70
N_71,0,71
N_72,0,72
N_73,0,73
N_74,0,74
N_75,0,75
N_76,0,76
N_77,0,77
N_78,0,78
N_79,0,79
N_80,0,80
N_81,0,81
N_82,0,82
N_83,0,83
N_84,0,84
N_85,0,85
N_86,0,86
N_87,0,87
N_88,0,88
N_89,0,89
N_90,0,90
N_91,0,91
N_92,0,92
N_93,0,93
N_94,0,94
N_95,0,95
N_96,0,96
N_97,0,97
N_98,0,98
N_99,0,99
N_100,1,0
N_101,1,1
N_102,1,2
N_103,1,3
N_104,1,4
N_105,1,5
N_106,1,6
N_107,1,7
N_108,1,8
N_109,1,9
N_110,1,10
N_111,1,11
N_112,1,12
N_113,1,13
N_114,1,14
N_115,1,15
N_116,1,16
N_117,1,17
N_118,1,18
N_119,1,19
N_120,1,20
N_121,1,21
N_122,1,22
N_123,1,23
N_124,1,24
N_125,1,25
N_126,1,26
N_127,1,27
N_128,1,28
N_129,1,29
N_130,1,30
N_131,1,31
N_132,1,32
N_133,1,33
N_134,1,34
N_135,1,35
N_136,1,36
N_137,1,37
N_138,1,38
N_139,1,39
N_140,1,40
N_141,1,41
N_142,1,42
N_143,1,43
N_144,1,44
N_145,1,45
N_146,1,46
N_147,1,47
N_148,1,48
N_149,1,49
N_150,1,50
N_151,1,51
N_152,1,52
N_153,1,53
N_154,1,54
N_155,1,55
N_156,1,56
N_157,1,57
N_158,1,58
N_159,1,59
N_160,1,60
N_161,1,61
N_162,1,62
N_163,1,63
N_164,1,64
N_165,1,65
N_166,1,66
N_167,1,67
N_168,1,68
N_169,1,69
N_170,1,70
N_171,1,71
N_172,1,72
N_173,1,73
N_174,1,74
N_175,1,75
N_176,1,76
N_177,1,77
N_178,1,78
N_179,1,79
N_180,1,80
N_181,1,81
N_182,1,82
N_183,1,83
N_184,1,84
N_185,1,85
N_186,1,86
N_187,1,87
N_188,1,88
N_189,1,89
N_190,1,90
N_191,1,91
N_192,1,92
N_193,1,93
N_194,1,94
N_195,1,95
N_196,1,96
N_197,1,97
N_198,1,98
N_199,1,99
N_200,2,0
N_201,2,1
N_202,2,2
N_203,2,3
N_204,2,4
N_205,2,5
N_206,2,6
N_207,2,7
N_208,2,8
N_209,2,9
N_210,2,10
N_211,2,11
N_212,2,12
N_213,2,13
N_214,2,14
N_215,2,15
N_216,2,16
N_217,2,17
N_218,2,18
N_219,2,19
N_220,2,20
N_221,2,21
N_222,2,22
N_223,2,23
N_224,2,24
N_225,2,25
N_226,2,26
N_227,2,27
N_228,2,28
N_229,2,29
N_230,2,30
N_231,2,31
N_232,2,32
N_233,2,33
N_234,2,34
N_235,2,35
N_236,2,36
N_237,2,37
N_238,2,38
N_239,2,39
N_240,2,40
N_241,2,41
N_242,2,42
N_243,2,43
N_244,2,44
N_245,2,45
N_246,2,46
N_247,2,47
N_248,2,48
N_249,2,49
N_250,2,50
N_251,2,51
N_252,2,52
N_253,2,53
N_254,2,54
N_255,2,55
N_256,2,56
N_257,2,57
N_258,2,58
N_259,2,59
N_260,2,60
N_261,2,61
N_262,2,62
N_263,2,63
N_264,2,64
N_265,2,65
N_266,2,66
N_267,2,67
N_268,2,68
N_269,2,69
N_270,2,70
N_271,2,71
N_272,2,72
N_273,2,73
N_274,2,74
N_275,2,75
N_276,2,76
N_277,2,77
N_278,2,78
N_279,2,79
N_280,2,80
N_281,2,81
N_282,2,82
N_283,2,83
N_284,2,84
N_285,2,85
N_286,2,86
N_287,2,87
N_288,2,88
N_289,2,89
N_290,2,90
N_291,2,91
N_292,2,92
N_293,2,93
N_294,2,94
N_295,2,95
N_296,2,96
N_297,2,97
N_298,2,98
N_299,2,99
N_300,3,0
N_301,3,1
N_302,3,2
N_303,3,3
N_304,3,4
N_305,3,5
N_306,3,6
N_307,3,7
N_308,3,8
N_309,3,9
N_310,3,10
N_311,3,11
N_312,3,12
N_313,3,13
N_314,3,14
N_315,3,15
N_316,3,16
N_317,3,17
N_318,3,18
N_319,3,19
N_320,3,20
N_321,3,21
N_322,3,22
N_323,3,23
N_324,3,24
N_325,3,25
N_326,3,26
N_327,3,27
N_328,3,28
N_329,3,29
N_330,3,30
N_331,3,31
N_332,3,32
N_333,3,33
N_334,3,34
N_335,3,35
N_336,3,36
N_337,3,37
N_338,3,38
N_339,3,39
N_340,3,40
N_341,3,41
N_342,3,42
N_343,3,43
N_344,3,44
N_345,3,45
N_346,3,46
N_347,3,47
N_348,3,48
N_349,3,49
N_350,3,50
N_351,3,51
N_352,3,52
N_353,3,53
N_354,3,54
N_355,3,55
N_356,3,56
N_357,3,57
N_358,3,58
N_359,3,59
N_360,3,60
N_361,3,61
N_362,3,62
N_363,3,63
N_364,3,64
N_365,3,65
N_366,3,66
N_367,3,67
N_368,3,68
N_369,3,69
N_370,3,70
N_371,3,71
N_372,3,72
N_373,3,73
N_374,3,74
N_375,3,75
N_376,3,76
N_377,3,77
N_378,3,78
N_379,3,79
N_380,3,80
N_381,3,81
N_382,3,82
N_383,3,83
N_384,3,84
N_385,3,85
N_386,3,86
N_387,3,87
N_388,3,88
N_389,3,89
N_390,3,90
N_391,3,91
N_392,3,92
N_393,3,93
N_394,3,94
N_395,3,95
N_396,3,96
N_397,3,97
N_398,3,98
N_399,3,99
N_400,4,0
N_401,4,1
N_402,4,2
N_403,4,3
N_404,4,4
N_405,4,5
N_406,4,6
N_407,4,7
N_408,4,8
N_409,4,9
N_410,4,10
N_411,4,11
N_412,4,12
N_413,4,13
N_414,4,14
N_415,4,15
N_416,4,16
N_417,4,17
N_418,4,18
N_419,4,19
N_420,4,20
N_421,4,21
N_422,4,22
N_423,4,23
N_424,4,24
N_425,4,25
N_426,4,26
N_427,4,27
N_428,4,28
N_429,4,29
N_430,4,30
N_431,4,31
N_432,4,32
N_433,4,33
N_434,4,34
N_435,4,35
N_436,4,36
N_437,4,37
N_438,4,38
N_439,4,39
N_440,4,40
N_441,4,41
N_442,4,42
N_443,4,43
N_444,4,44
N_445,4,45
N_446,4,46
N_447,4,47
N_448,4,48
N_449,4,49
N_450,4,50
N_451,4,51
N_452,4,52
N_453,4,53
N_454,4,54
N_455,4,55
N_456,4,56
N_457,4,57
N_458,4,58
N_459,4,59
N_460,4,60
N_461,4,61
N_462,4,62
N_463,4,63
N_464,4,64
N_465,4,65
N_466,4,66
N_467,4,67
N_468,4,68
N_469,4,69
N_470,4,70
N_471,4,71
N_472,4,72
N_473,4,73
N_474,4,74
N_475,4,75
N_476,4,76
N_477,4,77
N_478,4,78
N_479,4,79
N_480,4,80
N_481,4,81
N_482,4,82
N_483,4,83
N_484,4,84
N_485,4,85
N_486,4,86
N_487,4,87
N_488,4,88
N_489,4,89
N_490,4,90
N_491,4,91
N_492,4,92
N_493,4,93
N_494,4,94
N_495,4,95
N_496,4,96
N_497,4,97
N_498,4,98
N_499,4,99
N_500,5,0
N_501,5,1
N_502,5,2
N_503,5,3
N_504,5,4
N_505,5,5
N_506,5,6
N_507,5,7
N_508,5,8
N_509,5,9
N_510,5,10
N_511,5,11
N_512,5,12
N_513,5,13
N_514,5,14
N_515,5,15
N_516,5,16
N_517,5,17
N_518,5,18
N_519,5,19
N_520,5,20
N_521,5,21
N_522,5,22
N_523,5,23
N_524,5,24
N_525,5,25
N_526,5,26
N_527,5,27
N_528,5,28
N_529,5,29
N_530,5,30
N_531,5,31
N_532,5,32
N_533,5,33
N_534,5,34
N_535,5,35
N_536,5,36
N_537,5,37
